4.10
4.35
4.45
4.50
4.55
4.55
4.60
4.65
4.70
4.75
4.20
4.35
4.45
4.50
4.55
4.60
4.60
4.65
4.70
4.75
4.30
4.35
4.45
4.50
4.55
4.60
4.60
4.65
4.70
4.65
4.30
4.40
4.45
4.50
4.55
4.60
4.65
4.65
4.725
4.78
4.35
4.40
4.45
4.55
4.65
4.70
4.75
4.75
4.95
5.00
4.15
4.25
4.30
4.7
4.5
4.7
